Amplitude,RR,Arritmia
0.890212152004827,0.986111111189999,(VT
1.68303393185154,0.930555555629894,(VT
1.69040087044283,1.02222222230398,(VT
0.780348707736086,1.02777777785991,(VT
1.96766896933364,1.09444444453197,(VT
2.08806728094867,0.97777777785609,(VT
1.89461002647903,1.07500000008599,(VT
1.40332969546373,1.244444444544,(VT
0.635691788196585,0.966666666744004,(VT
0.939122403264063,1.15555555564801,(VT
0.878101853728299,0.944444444519945,(VT
0.811555605232717,0.927777777851986,(VT
2.11712827295088,0.716666666723995,(VT
1.22934480011463,0.983333333411963,(VT
0.882528552413261,0.652777777830011,(VT
1.06817916512483,1.17500000009397,(VT
1.37913394570346,1.12500000009004,(VT
1.41566864848182,1.20833333343001,(VT
1.30979238957168,0.883333333403925,(VT
0.905350399017335,1.01388888896986,(VT
0.948483154475707,0.902777777850133,(VT
0.96998614609246,0.905555555628098,(VT
0.960654042065157,0.941666666741867,(VT
0.556826703846827,1.12500000009004,(VT
1.71166914999542,1.15555555564811,(VT
0.74900409519675,1.17500000009409,(VT
1.47665457159282,1.00000000008004,(VT
1.47730080694033,1.20833333342989,(VT
0.54584383815529,0.575000000045975,(VT
0.656200265288359,1.16944444453799,(VT
0.544814887642866,0.630555555605952,(VT
0.526832801997668,0.911111111184027,(VT
0.788297799825732,0.600000000048006,(VT
0.737444937825219,0.513888888929955,(VT
0.509371774196645,0.766666666728042,(VT
1.05905691176695,0.647222222273967,(VT
1.13143601536779,0.78055555561798,(VT
1.61093017816581,0.375000000029985,(VT
1.371079384387,0.350000000027876,(VT
